review_id,url_id,url,target_country,language,page_type,entity_source,impressions_W1,clicks_W1,primary_query,intent_alignment,usefulness_1_5,specificity_1_5,naturalness_1_5,localisation_1_5,factual_safety,scanner_flags,analyst_rating_1_5,classification,issue,current_excerpt,recommended_action,factual_source,clinical_gate,native_editor_status,copy_approval_status,owner,expected_user_benefit,evidence
CR-0089,U002862,https://www.myglobalhealth.online/portugal/es,Portugal,es,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/pt/es (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/es/home.json",38,0,cita medico,aligned,4,4,4,4,ok,none,4,Improve,Country name renders as the English slug inside localised copy (trust chips / 'registered in X'). 'Colegiados en Spain'-style token appears as the market label; otherwise a clean Spanish home for Port,"PortugalPortugal15 disponibleAtención médica online en PortugalMédicos colegiados, sin salas de espera, disponibles en todo el país.Consultas de médico de cabecera desde 39 €Reservar una consultaVer serviciosColegiados en PortugalDisponibil",Localise the country token in the trust ribbon.,Ordem dos Medicos named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Spanish copy reads as Spanish throughout,seo/tracking/raw/2026-09-15/A2-probe/text/U002862.txt
CR-0090,U002681,https://www.myglobalhealth.online/portugal/de,Portugal,de,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/pt/de (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/de/home.json",11,0,arzt,partial,3,3,3,3,ok,superlative_hits=8,3,Improve,8 superlative hits and 15.0/1k em-dashes on the German Portugal home; 11 impressions.,"PortugalPortugal15 verfügbarOnline-medizinische Versorgung in PortugalApprobierte Ärzte, keine Wartezimmer, landesweit verfügbar.Hausarzttermine ab 39 €Konsultation buchenLeistungen anzeigenZugelassen in PortugalEchtzeitverfügbarkeitOnline-","Trim the superlative stack; keep the regulator, the price and the availability line.",Ordem dos Medicos named in the page FAQ; EUR 39 price stated,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,A plainer German page that still names the regulator,seo/tracking/raw/2026-09-15/A2-probe/text/U002681.txt
CR-0091,U002771,https://www.myglobalhealth.online/portugal/en,Portugal,en,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/pt/en (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/en/home.json",1,0,doctor in portugal,aligned,4,4,4,4,ok,em_dash_14.4/1k,3,Protect,"Correct English Portugal home, 1 impression - a distribution problem, not a copy one.","PortugalPortugal15 availableOnline medical care in PortugalLicensed doctors, no waiting rooms, available nationwide.GP consultations from €39Book a consultationBrowse servicesLicensed in PortugalLive availabilityOnline appointments{""@contex",No copy change.,Ordem dos Medicos named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U002771.txt
CR-0092,U002930,https://www.myglobalhealth.online/portugal/es/services/consulta-medica,Portugal,es,service,CMS service record consulta-medica (pt-es) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/pt-es.json,233,0,medico online portugal,partial,4,4,4,4,check,none,3,Improve,"233 impressions, 0 clicks. The meta ends with 'Tambien aceptamos Medicare para este servicio' - to a Spanish-language reader Medicare reads as the US programme, and it displaces the booking promise in","as, puede ser más adecuada para su caso.También aceptamos Medicare para este servicio.Médicos colegiados · PortugalVideoconsulta seguraConfidencial y conforme con el GDPRRevisado clínicamente por Dr Tiago Miguel Figueira· OM | 77986Última r","Move the Medicare line out of the meta description into the body and name it unambiguously (the Portuguese health card), keeping the payment fact intact.",Medicare acceptance is an owner-set payment fact; the page does not say which Medicare,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,"The snippet sells the consultation, not a confusing payment note",seo/tracking/raw/2026-09-15/A2-probe/text/U002930.txt
CR-0093,U002832,https://www.myglobalhealth.online/portugal/en/services/consulta-cardiologia,Portugal,en,service,CMS service record consulta-cardiologia (pt-en) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/pt-en.json,136,0,online doctor consultation cardiologist,aligned,4,5,3,4,check,em_dash_30.0/1k,3,Improve,'the highest level of specialist cardiovascular qualification in Portugal' ranks a college membership; 30.0/1k em-dashes.,of the Portuguese Medical Association — the highest level of specialist cardiovascular qualification in Portugal — and offer complete cardiovascular assessments by secure video call. This is not a GP consultation that touches on heart-healt,State the Colegio de Cardiologia membership factually without the ranking clause and rewrite the lede without dashes.,"Reviewed by Dr Tiago Miguel Figueira, OM 77986; the ranking clause has no source","yes - changes a clinical/credential/efficacy statement, needs the one in-market clinician approval",not needed,proposed,,Accurate description of the cardiologist's registration,seo/tracking/raw/2026-09-15/A2-probe/text/U002832.txt
CR-0094,U002830,https://www.myglobalhealth.online/portugal/en/services/certificado-medico-carta-de-conducao,Portugal,en,service,CMS service record certificado-medico-carta-de-conducao (pt-en) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/pt-en.json,24,1,dr online portugal driving licence,aligned,5,5,4,5,check,superlative_hits=3|em_dash_12.1/1k,4,Improve,Good Group 1/Group 2 service page; carries the same ambiguous 'We also accept Medicare for this service' in the meta.,ss with you directly during the process.We also accept Medicare for this service.Registered doctors · PortugalSecure video consultationConfidential & GDPR-compliantClinically reviewed by Dr Tiago Miguel Figueira· OM | 77986Last reviewed Sep,Move the Medicare line into the body and disambiguate it.,"EUR 30 / 15 min, OM 77986 reviewer, IMT acceptance stated on page","no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,"Snippet space spent on the certificate, not the payment note",seo/tracking/raw/2026-09-15/A2-probe/text/U002830.txt
CR-0095,U002848,https://www.myglobalhealth.online/portugal/en/services/saude-da-mulher,Portugal,en,service,CMS service record saude-da-mulher (pt-en) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/pt-en.json,6,0,consulta online ginecologia,aligned,4,4,3,4,ok,em_dash_19.7/1k,3,Improve,19.7/1k em-dashes; the lede is a single dash-chained sentence.,"++All consultationsOnline consultationWomen's Health ConsultationWomen's health covers far more than reproductive medicine — it includes hormonal health, metabolic conditions, mental wellbeing, and the specific ways common conditions presen","Rewrite the lede in short sentences; keep price, duration and the OM 77986 reviewer.",EUR 49 / 20 min and OM 77986 reviewer shown on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Easier first paragraph on mobile,seo/tracking/raw/2026-09-15/A2-probe/text/U002848.txt
CR-0096,U003052,https://www.myglobalhealth.online/portugal/pt/tools/blood-pressure-chart,Portugal,pt,tool,frontend/locales/pt/tools.json:blood-pressure-chart via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,201,2,tabela de medição de tensão arterial,aligned,5,5,5,5,ok,none,4,Improve,"167 of 201 impressions in the top 15 with 2 clicks; the queries are 'tabela de registo tensao arterial' and 'registo tensao arterial' - people want a chart to RECORD readings in, not only to compare a","PortugalTabela de tensão arterialFerramenta gratuitaTabela de tensão arterial PortugalIntroduza os dois números do seu medidor para ver onde fica a leitura na tabela europeia para adultos — e o que fazer, se houver alguma coisa a fazer.Cate","Say in the title/meta whether the page also gives a record sheet, and add a printable record row if it does; do not imply one that does not exist.",ESC/ESH adult categories named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,The page matches what the searcher actually wanted,seo/tracking/raw/2026-09-15/A2-probe/text/U003052.txt
CR-0097,U003055,https://www.myglobalhealth.online/portugal/pt/tools/due-date-calculator,Portugal,pt,tool,frontend/locales/pt/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,8,0,calculadora da gravidez,aligned,4,4,5,5,ok,soft_404_signal,4,Protect,scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). 8 impressions at p22-72.,"PortugalCalculadora da data do partoFerramenta gratuitaCalculadora da data do parto PortugalIndique o primeiro dia da última menstruação para ver a data provável do parto, em que semana está hoje e quando começa cada trimestre.Ajusta-se a c",No copy change; fix the scanner rule.,40-week table and term window stated on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U003055.txt
CR-0098,U002858,https://www.myglobalhealth.online/portugal/en/tools/due-date-calculator,Portugal,en,tool,frontend/locales/en/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,4,4,4,4,ok,soft_404_signal,3,Consolidate,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). English due-date tool on a Portugal URL, 0 impressions.","PortugalDue date calculatorFree health toolDue date calculator PortugalEnter the first day of your last period to see your estimated due date, how far along you are today, and when each trimester starts.Adjusts for cycle lengths from 20 to",Fold into the market locale policy.,Same clinical content as the pt page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Fewer near-duplicate tool pages,seo/tracking/raw/2026-09-15/A2-probe/text/U002858.txt
CR-0099,U002948,https://www.myglobalhealth.online/portugal/es/tools/due-date-calculator,Portugal,es,tool,frontend/locales/es/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Spanish due-date tool on a Portugal URL, 0 impressions.","PortugalCalculadora de embarazoHerramienta gratuitaCalculadora de embarazo PortugalIndica el primer día de tu última regla para ver tu fecha probable de parto, en qué semana estás hoy y cuándo empieza cada trimestre.Se ajusta a ciclos de 20",Retire or noindex unless a Portugal es audience is evidenced.,Same clinical content as the pt page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U002948.txt
CR-0100,U003145,https://www.myglobalhealth.online/portugal/ro/tools/due-date-calculator,Portugal,ro,tool,frontend/locales/ro/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Romanian due-date tool on a Portugal URL, 0 impressions.","PortugaliaCalculator de sarcinăInstrument gratuitCalculator de sarcină PortugaliaIntrodu prima zi a ultimei menstruații ca să vezi data probabilă a nașterii, în ce săptămână ești astăzi și când începe fiecare trimestru.Se ajustează pentru c",Retire or noindex unless a Portugal ro audience is evidenced.,Same clinical content as the pt page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U003145.txt
CR-0101,U003809,https://www.myglobalhealth.online/romania/en/blog/low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait,Romania,en,blog_post,CMS blog record low-blood-pressure-why-it-happens-what-to-do-right-away-and-when-not-to-wait (ro-en) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/ro-en.json,278,0,nhs low blood pressure 90/60 symptoms official,aligned,5,5,5,4,ok,none,4,Improve,"Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Medicina generala' on the /en page. 278 impressions, but the winning queries are NHS/MedlinePl","All articlesMedicină generalăLow blood pressure: why it happens, what to do right away, and when not to waitUnder 90/60 with no symptoms isn't a disease. With dizziness and fainting, it is. The common causes, the","Translate the category label; keep the clinical content, which is strong, and add the Romanian emergency route (112) prominence the ro version has.",European hypotension guidance cited; reviewed by Dr Tiago Miguel Figueira,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,English readers see an English taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U003809.txt
CR-0102,U003678,https://www.myglobalhealth.online/romania/cs/blog/normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek,Romania,cs,blog_post,CMS blog record normalni-krevni-tlak-podle-veku-uzitecny-pruvodce-bez-zavadejicich-tabulek (ro-cs) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/ro-cs.json,61,0,normální tlak,aligned,5,5,5,4,ok,none,4,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Boli cronice' on the /cs page.,"Všechny článkyBoli croniceNormální krevní tlak podle věku: užitečný průvodce bez zavádějících tabulekJaké hodnoty jsou u dospělých skutečně normální, proč vyšší tlak není běžnou součástí stárnutí a kdy opakované zv",Translate the category label for cs.,European hypertension thresholds cited on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,Czech readers see a Czech taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U003678.txt
CR-0103,U004007,https://www.myglobalhealth.online/romania/ro/blog/ce-scade-tensiunea-arteriala-rapid-sigur,Romania,ro,blog_post,CMS blog record ce-scade-tensiunea-arteriala-rapid-sigur (ro-ro) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/ro-ro.json,56,0,ce scade tensiunea imediat,aligned,5,5,5,5,ok,none,5,Protect,"Best Romanian-language page in the set: p6-8 for 'ce scade tensiunea' family and it refuses to give a captopril dose, which is the safe answer.","Toate articoleleBoli croniceCe scade tensiunea rapid? Pași siguri și când sunați la 112Nu există un truc sigur pentru toată lumea. Aflați cum verificați valoarea, când sunați la 112 și de ce nu luați captopril sau doze suplimentare fără un",No change.,Refusal to give an unsupervised captopril dose is the clinically correct position; 112 route stated,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,A safe answer to a dangerous self-treatment question,seo/tracking/raw/2026-09-15/A2-probe/text/U004007.txt
CR-0104,U003878,https://www.myglobalhealth.online/romania/es/blog/presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas,Romania,es,blog_post,CMS blog record presion-arterial-normal-guia-util-por-edad-sin-tablas-enganosas (ro-es) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/ro-es.json,51,0,presion arterial normal,aligned,4,5,5,4,ok,none,4,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Boli cronice' on the /es page.,"Todos los artículosBoli cronicePresión arterial normal: guía útil por edad, sin tablas engañosasQué cifras son realmente normales en adultos, por qué no existe otro intervalo «normal» solo por cumplir años y cuándo debe",Translate the category label for es.,European hypertension thresholds cited on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,Spanish readers see a Spanish taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U003878.txt
CR-0105,U003745,https://www.myglobalhealth.online/romania/de/blog/normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen,Romania,de,blog_post,CMS blog record normaler-blutdruck-hilfreicher-leitfaden-nach-alter-ohne-irrefuhrende-tabellen (ro-de) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/ro-de.json,18,0,blutdruck im alter,aligned,4,5,4,4,ok,superlative_hits=15,3,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Boli cronice' on the /de page; 15 superlative hits.,"Alle ArtikelBoli croniceNormaler Blutdruck: hilfreicher Leitfaden nach Alter, ohne irreführende TabellenWelche Werte bei Erwachsenen tatsächlich normal sind, warum es mit zunehmendem Alter keinen eigenen „Normalb",Translate the category label and trim the superlative stack.,European hypertension thresholds cited on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,German readers see a German taxonomy and plainer claims,seo/tracking/raw/2026-09-15/A2-probe/text/U003745.txt
CR-0106,U003812,https://www.myglobalhealth.online/romania/en/blog/normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables,Romania,en,blog_post,CMS blog record normal-blood-pressure-a-practical-guide-by-age-without-misleading-tables (ro-en) via frontend/lib/content/get-public-blog.ts; dump seo/tracking/raw/2026-09-15/A1-inventory/raw/api/blog/ro-en.json,5,0,blood pressure 152/78,aligned,4,5,4,4,ok,superlative_hits=9,3,Improve,Blog category label renders in the source language on this locale (untranslated taxonomy leak). Category 'Boli cronice' on the /en page; 9 superlative hits; 5 impressions.,"All articlesBoli croniceNormal blood pressure: a practical guide by age, without misleading tablesWhich readings are genuinely normal in adults, why advancing age does not create a different ‘normal’, and when re",Translate the category label and trim the superlatives.,European hypertension thresholds cited on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,English readers see an English taxonomy,seo/tracking/raw/2026-09-15/A2-probe/text/U003812.txt
CR-0107,U003803,https://www.myglobalhealth.online/romania/en,Romania,en,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/ro/en (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/en/home.json",349,0,romania specialist,partial,3,3,4,3,check,none,2,Improve,Hero subtitle still uses the generic pan-market line 'registered with national medical councils across Europe' instead of the market regulator. 349 impressions on generic English queries ('doctor appo,"ose a service, select an open time, and speak with licensed clinicians registered with national medical councils across Europe.Book AppointmentBrowse servicesLicensed in RomaniaLive availabilityOnline appointments{""@context"":""https://schema","Replace the hero subtitle with the Colegiul Medicilor din Romania wording, and localise the 'Licensed in Romania' trust token.",Colegiul Medicilor din Romania named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Visitors see the Romanian regulator named in the hero,seo/tracking/raw/2026-09-15/A2-probe/text/U003803.txt
CR-0108,HOME-RO,https://www.myglobalhealth.online/romania/ro,Romania,ro,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/ro/ro (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/ro/home.json",196,0,consultatii online,partial,4,4,4,3,check,none,3,Improve,Hero subtitle still uses the generic pan-market line 'registered with national medical councils across Europe' instead of the market regulator. in Romanian ('colegiile medicale nationale din toata Eur,"ectați un interval orar și discutați cu medici autorizați înregistrați la colegiile medicale naționale din toată Europa.Programează o consultațieVezi serviciiAutorizat în RomaniaDisponibilitate în timp realConsultații online{""@context"":""htt",Replace the hero subtitle with the CMR wording and localise the country token to 'Romania' in Romanian orthography.,Colegiul Medicilor din Romania named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,Romanian visitors see the Romanian regulator in the hero,seo/tracking/raw/2026-09-15/A2-probe/text/HOME-RO.txt
CR-0109,U003736,https://www.myglobalhealth.online/romania/de,Romania,de,market_home,"frontend/app/[country]/[lang]/page.tsx + CMS page-content record HOME/ro/de (hero, faq[]) via lib/content/get-page-content.ts + frontend/lib/content/country-home-copy.ts + frontend/locales/de/home.json",9,1,praktischer arzt in der nähe,partial,3,3,3,2,check,superlative_hits=8,2,Improve,Hero subtitle still uses the generic pan-market line 'registered with national medical councils across Europe' instead of the market regulator. plus 'Zugelassen in Romania'; 8 superlative hits; 9 impr,"d sprechen Sie mit zugelassenen Ärzten, die bei den nationalen Ärztekammern in ganz Europa registriert sind.Termin buchenLeistungen anzeigenZugelassen in RomaniaEchtzeitverfügbarkeitOnline-Konsultationen{""@context"":""https://schema.org"",""@ty","Replace the hero subtitle with the CMR wording, localise the country token to 'Rumaenien', trim superlatives.",Colegiul Medicilor din Romania named in the page FAQ,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,"German visitors see the Romanian regulator, in German",seo/tracking/raw/2026-09-15/A2-probe/text/U003736.txt
CR-0110,U003778,https://www.myglobalhealth.online/romania/de/services/caderea-parului-online,Romania,de,service,CMS service record caderea-parului-online (ro-de) via frontend/lib/content/get-public-services.ts + frontend/lib/content/service-hub-content*.ts; dump .../api/services/ro-de.json,2,0,online beratung bei haarausfall,partial,3,3,4,3,ok,superlative_hits=7,2,Improve,764 words - the thinnest service page in the set - and it shows 'In Romania zugelassener Arzt' and '115 lei' with the English country token.,"++Alle BeratungenOnline-BeratungBeratung bei HaarausfallBeurteilung bei Ausdünnung oder ausgeprägtem Haarausfall. Unsere zugelassenen CMR-Ärzte bewerten die möglichen Ursachen, empfehlen die erforderlichen Untersuchungen und legen auf Grund",Bring the de hair-loss page up to the depth of the ro original or retire the de variant; localise the country token.,115 lei / 15 min and CMR 152462 reviewer shown on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,German readers get a page worth landing on,seo/tracking/raw/2026-09-15/A2-probe/text/U003778.txt
CR-0111,U004066,https://www.myglobalhealth.online/romania/ro/tools/calorie-calculator,Romania,ro,tool,frontend/locales/ro/tools.json:calorie-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,2689,31,calculator calorii,aligned,5,5,5,5,ok,none,5,Improve,"Largest single page in the set: 2,689 impressions, 2,521 of them in the top 15 at average position 8, and only 31 clicks (1.2%). The snippet, not the ranking, is the bottleneck.","RomâniaCalculator caloriiInstrument gratuitCalculator calorii RomâniaIntrodu sexul, vârsta, înălțimea, greutatea și cât de activ ești ca să vezi câte calorii arzi într-o zi, și cât să mănânci ca să îți menții, să scazi sau să crești greutat","Rewrite title/meta to lead with the outcome (maintenance, deficit and surplus in one screen) rather than the country token; keep Mifflin-St Jeor as the credibility line.",Mifflin-St Jeor equation named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",needed,proposed,,Thousands of existing impressions converted to visits,seo/tracking/raw/2026-09-15/A2-probe/text/U004066.txt
CR-0112,U004065,https://www.myglobalhealth.online/romania/ro/tools/bmi-calculator,Romania,ro,tool,frontend/locales/ro/tools.json:bmi-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,373,0,calculator imc,aligned,5,5,5,5,ok,none,4,Protect,373 impressions but positions 24-29; the snippet is not the constraint.,"RomâniaCalculator IMCInstrument gratuitCalculator IMC RomâniaIntrodu înălțimea și greutatea ca să vezi indicele de masă corporală și unde se situează pe scala Organizației Mondiale a Sănătății pentru adulți.Metric și imperial (kg, stone, li",No copy change.,WHO adult BMI bands named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U004065.txt
CR-0113,U004067,https://www.myglobalhealth.online/romania/ro/tools/due-date-calculator,Romania,ro,tool,frontend/locales/ro/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,173,1,calculator sarcina,aligned,5,5,5,5,ok,soft_404_signal,4,Protect,scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). 173 impressions at p27-39.,"RomâniaCalculator de sarcinăInstrument gratuitCalculator de sarcină RomâniaIntrodu prima zi a ultimei menstruații ca să vezi data probabilă a nașterii, în ce săptămână ești astăzi și când începe fiecare trimestru.Se ajustează pentru cicluri",No copy change; fix the scanner rule.,40-week table and term window stated on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Nothing to change for the reader,seo/tracking/raw/2026-09-15/A2-probe/text/U004067.txt
CR-0114,U003931,https://www.myglobalhealth.online/romania/es/tools/bmi-calculator,Romania,es,tool,frontend/locales/es/tools.json:bmi-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,106,0,indice masa corporala calculator,partial,4,4,4,4,ok,superlative_hits=3,3,Consolidate,"Spanish BMI tool on a Romania URL: 106 impressions but every query sits at p71-88 and the queries themselves are Romanian ('indice masa corporala calculator'), i.e. Google is matching the wrong locale",RumaníaCalculadora de IMCHerramienta gratuitaCalculadora IMC RumaníaIntroduce tu altura y tu peso para ver tu índice de masa corporal y en qué punto de la escala de la Organización Mundial de la Salud para adultos se sitúa.Métrico e imperia,Check the ro/es pairing for this tool before any copy work; the ro page should be the one ranking for Romanian queries.,WHO adult BMI bands named on page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Romanian searchers reach the Romanian page,seo/tracking/raw/2026-09-15/A2-probe/text/U003931.txt
CR-0115,U003866,https://www.myglobalhealth.online/romania/en/tools/due-date-calculator,Romania,en,tool,frontend/locales/en/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,4,4,4,4,ok,soft_404_signal,3,Consolidate,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). English due-date tool on a Romania URL, 0 impressions.","RomaniaDue date calculatorFree health toolDue date calculator RomaniaEnter the first day of your last period to see your estimated due date, how far along you are today, and when each trimester starts.Adjusts for cycle lengths from 20 to 45",Fold into the market locale policy.,Same clinical content as the ro page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Fewer near-duplicate tool pages,seo/tracking/raw/2026-09-15/A2-probe/text/U003866.txt
CR-0116,U003933,https://www.myglobalhealth.online/romania/es/tools/due-date-calculator,Romania,es,tool,frontend/locales/es/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Spanish due-date tool on a Romania URL, 0 impressions.","RumaníaCalculadora de embarazoHerramienta gratuitaCalculadora de embarazo RumaníaIndica el primer día de tu última regla para ver tu fecha probable de parto, en qué semana estás hoy y cuándo empieza cada trimestre.Se ajusta a ciclos de 20 a",Retire or noindex unless a Romania es audience is evidenced.,Same clinical content as the ro page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U003933.txt
CR-0117,U004000,https://www.myglobalhealth.online/romania/pt/tools/due-date-calculator,Romania,pt,tool,frontend/locales/pt/tools.json:due-date-calculator via frontend/lib/tools/registry.ts (+ frontend/lib/tools/market-copy.ts market override) rendered by frontend/lib/content/tool-page.tsx,0,0,,partial,3,4,4,4,ok,soft_404_signal,2,Consider retirement,"scanner soft_404_signal is a FALSE POSITIVE (week table digits '...40'+'41' read as '404' in the de-spaced DOM text extract). Portuguese due-date tool on a Romania URL, 0 impressions.","RoméniaCalculadora da data do partoFerramenta gratuitaCalculadora da data do parto RoméniaIndique o primeiro dia da última menstruação para ver a data provável do parto, em que semana está hoje e quando começa cada trimestre.Ajusta-se a cic",Retire or noindex unless a Romania pt audience is evidenced.,Same clinical content as the ro page,"no - presentation, taxonomy, localisation or snippet only; no clinical statement changes",not needed,proposed,,Less duplicate tool inventory,seo/tracking/raw/2026-09-15/A2-probe/text/U004000.txt
