observed_at,target_country,language,query_cluster,query,competitor_domain,competitor_type,ranking_url,serp_position,intent,content_gap,trust_gap,local_gap,provider,device,location,evidence
2026-09-15,romania,ro,online-consult,consultatie online,dr-online.net,business-telemedicine,https://dr-online.net/,10,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,online-consult,consultatie online,enayatimedicalcity.ro,business-telemedicine,https://enayatimedicalcity.ro/consultatii-online/,12,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,www.medicover.ro,serp-insurer,https://www.medicover.ro/calculator-imc-indice-de-masa-corporala/,1,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,www.medlife.ro,serp-hospital-group,https://www.medlife.ro/calculatoare-medlife/calculator-imc,2,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,www.adevaruldespregreutateata.ro,serp-publisher,https://www.adevaruldespregreutateata.ro/verifica-ti-indicele-de-masa-corporala-cu-un-calculator-imc.html,3,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,mediately.co,serp-insurer,https://mediately.co/ro/tools/BMI,4,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,reumadiagnostic.ro,serp-hospital-group,https://reumadiagnostic.ro/indicele-de-masa-corporala/,5,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,www.drmax.ro,serp-pharmacy,https://www.drmax.ro/articole/calculator-imc-indice-de-masa-corporala,6,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,www.cdt-babes.ro,serp-hospital-group,https://www.cdt-babes.ro/articole/indicele-de-masa-corporala-imc.php,7,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,endocrinologiepediatrica.ro,business-telemedicine,https://endocrinologiepediatrica.ro/calculator-imc,8,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,chirurgie-drfodor.ro,business-telemedicine,https://chirurgie-drfodor.ro/calculator-indice-masa-corporala/,9,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-bmi,calculator imc,play.google.com,serp-publisher,https://play.google.com/store/apps/details?id=bmi.calculator.weight.tracker&hl=ro,12,informational,Calculator page with interpretation tables and a follow-on care path,Clinical reviewer byline,Local units and local guidance thresholds,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,www.medlife.ro,serp-hospital-group,https://www.medlife.ro/calculatoare-medlife/calculator-de-calorii,1,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,eatntrack.ro,serp-publisher,https://eatntrack.ro/calculators/tdeecalculator,2,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,www.drmax.ro,serp-pharmacy,https://www.drmax.ro/articole/calculator-calorii,3,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,protein4life.ro,serp-publisher,https://protein4life.ro/pages/calculator-de-calorii-necesarul-caloric-zilnic?srsltid=AfmBOooTaczy_CV8pzrcHwW3JE4nfz6vb4dVQj7E2f1n8tNd286ydDP4,4,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,www.nutriland.ro,serp-publisher,https://www.nutriland.ro/pages/calculator-de-calorii,5,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,calorii.oneden.com,business-telemedicine,https://calorii.oneden.com/,8,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,www.lifebox.ro,business-telemedicine,https://www.lifebox.ro/news/calculator-calorii-cate-calorii-trebuie-sa-mananci-pe-zi/,9,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,alphaclinic.ro,serp-hospital-group,https://alphaclinic.ro/calculator-calorii/,10,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,tools-calories,calculator calorii,protein4life.ro,serp-publisher,https://protein4life.ro/blogs/articole/cel-mai-bun-calculator-de-calorii-ghid-complet?srsltid=AfmBOooQdIkZOwkpXZdy6i77BCnjOtsb1pCqHKS32Nej-qFgnO0A4F-R,12,informational,Calculator plus a diet/nutrition guidance cluster,Dietitian authorship,Local diet context,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,cnas.ro,business-telemedicine,https://cnas.ro/wp-content/uploads/2024/12/SCRISOARE-MEDICALA-2024.pdf,2,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,www.dgaspcsj.ro,business-telemedicine,https://www.dgaspcsj.ro/pdf/scrisoare-medicala-medic-familie.pdf,4,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,www.formaremedicala.ro,business-telemedicine,https://www.formaremedicala.ro/wp-content/uploads/2014/06/model-SM.pdf,5,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,www.asistentasociala6.ro,business-telemedicine,https://www.asistentasociala6.ro/files/upload-dir/1262-scrisoare-medicala.pdf,7,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,dgaspc-cl.ro,business-telemedicine,https://dgaspc-cl.ro/images/SERVICII/Scrisoare%20medicala.pdf,8,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,lege5.ro,business-telemedicine,https://lege5.ro/gratuit/geytomzxgy/scrisoare-medicala-metodologie?dp=gm3dgmjvg44de,9,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,www.comunabaltenivs.ro,business-telemedicine,https://www.comunabaltenivs.ro/index.php/aistenta-sociala/586-scrisoare-medical-medic-de-familie/file,10,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,www.scribd.com,business-telemedicine,https://www.scribd.com/doc/290158781/Scrisoare-Medicala-Model-Cnas,11,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,www.alesd-bihor.ro,business-telemedicine,https://www.alesd-bihor.ro/social/A03.Scrisoare%20medicala%20incadrare%20adulti%20grad%20hand.pdf,12,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,romania,ro,medical-letter,scrisoare medicală,snppc.ro,business-telemedicine,https://snppc.ro/uploads/diverse-adm/Scrisoare-medicala-pt-clini-nepartenere-ASIROM---model.pdf,13,informational,Document-type explainer with template guidance,Named clinician authorship,Romanian legal framing,DataForSEO via OpenSEO,desktop,2642,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,drconsulta.com,business-telemedicine,https://drconsulta.com/telemedicina,2,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,www.amorsaude.com.br,business-telemedicine,https://www.amorsaude.com.br/telemedicina/,4,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,medico24hs.com.br,business-telemedicine,https://medico24hs.com.br/,5,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,www.parana.pr.gov.br,serp-government,https://www.parana.pr.gov.br/servicos/Saude/Atencao-a-Saude/Acessar-o-telemedicina-9OoqWb3G,6,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,oladoutor.app,business-telemedicine,https://oladoutor.app/,7,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,telemedicinamorsch.com.br,business-telemedicine,https://telemedicinamorsch.com.br/teleconsulta-medica?srsltid=AfmBOoq6uAehHNkvFw64i6uHSs5m9X3zyJ5znH3o7ckNTxunCsX9GoKe,8,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,conectamedico.com.br,business-telemedicine,https://conectamedico.com.br/,9,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,www.bp.org.br,business-telemedicine,http://www.bp.org.br/telemedicina,10,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,www.drogariasaopaulo.com.br,business-telemedicine,https://www.drogariasaopaulo.com.br/consultas-medicas,11,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-consult,consulta médica online,unifique.com.br,business-telemedicine,https://unifique.com.br/para-voce/telemedicina,13,commercial,Booking-first landing page with visible slots and price,Regulator and review signals above the fold,Local currency and local insurer/payer context,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,www.atestadomedico.org,business-telemedicine,https://www.atestadomedico.org/,2,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,www.medvittaonline.com.br,business-telemedicine,https://www.medvittaonline.com.br/atestado-16,3,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,atestacfm.org.br,business-telemedicine,https://atestacfm.org.br/,4,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,prescricaoeletronica.cfm.org.br,business-telemedicine,https://prescricaoeletronica.cfm.org.br/faq_pacientes/teste-pacientes-2/,6,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,saude.rs.gov.br,serp-government,https://saude.rs.gov.br/carta-de-servicos/servicos?servico=1535,7,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,vx.med.br,business-telemedicine,https://vx.med.br/atestado-na-telemedicina-valido-como-emitir/,8,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,www.clicksaude.com.br,business-telemedicine,https://www.clicksaude.com.br/atestado-medico-online,9,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,www.facebook.com,serp-publisher,https://www.facebook.com/WagnerAdvogados/videos/voc%C3%AA-sabe-se-o-atestado-m%C3%A9dico-digital-tem-a-mesma-validade-do-atestado-f%C3%ADsicoo-/747433228435829/,10,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,telemedicinamorsch.com.br,business-telemedicine,https://telemedicinamorsch.com.br/blog/atestado-medico-online?srsltid=AfmBOooxonV3mBP-Le_pIJs5MDAlsXd6CAzEH40E-yOct8C-hWzeEDSR,11,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,medical-certificate,atestado médico online,sistemas.cfm.org.br,business-telemedicine,https://sistemas.cfm.org.br/prescricaoeletronica/arquivos/atestado_medico.pdf,13,transactional,"One landing page per certificate type, stating validity period and legal basis","Regulator registration (CFM/CRM, Ordem dos Medicos) stated on the page",Local legal citation and accepted-use wording,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,central3.to.gov.br,serp-government,https://central3.to.gov.br/arquivo/519618/,4,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,www.tjpr.jus.br,business-telemedicine,https://www.tjpr.jus.br/documents/d/cevid/modelo-declaracao-de-comparecimento-pdf,5,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,www.canva.com,business-telemedicine,https://www.canva.com/pt_br/modelos/s/declaracao-de-comparecimento/,6,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,www.jusbrasil.com.br,business-telemedicine,https://www.jusbrasil.com.br/modelos-pecas/busca?q=comparecimento,7,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,quarkrh.com.br,business-telemedicine,https://quarkrh.com.br/blog/declaracao-de-comparecimento/,8,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,www.ufrgs.br,business-telemedicine,https://www.ufrgs.br/progesp/wp-content/uploads/2018/01/Declaracao-de-Comparecimento.docx,9,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,solides.com.br,business-telemedicine,https://solides.com.br/blog/declaracao-de-comparecimento/,10,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,www.trt1.jus.br,business-telemedicine,https://www.trt1.jus.br/servicos-carta/-/asset_publisher/1OLBOZ5oNumq/content/declaracao-de-comparecimento-a-audiencia-ressalva-para-o-autor-ou-testemunha/4208112,11,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,www.gov.br,serp-government,https://www.gov.br/anatel/pt-br/acesso-a-informacao/servidores/espaco-servidor/atestado-de-comparecimento,13,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,attendance-certificate,declaração de comparecimento,flashapp.com.br,business-telemedicine,https://flashapp.com.br/blog/declaracao-comparecimento,14,informational,Explainer that answers the legal-validity question directly in the first screen,Government/labour-law citation,Portuguese-language legal explainer for Brazil,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,www.fetalmed.net,serp-publisher,https://www.fetalmed.net/calculadora/calculadora-idade-gestacional/,1,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,brasil.babycenter.com,serp-publisher,https://brasil.babycenter.com/calculadora-da-gravidez,2,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,www.sogesp.com.br,serp-publisher,https://www.sogesp.com.br/residente/calculadora-gestacional/,3,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,www.tuasaude.com,serp-publisher,https://www.tuasaude.com/calculadora/idade-gestacional/,4,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,flo.health,serp-publisher,https://flo.health/pt/ferramentas/calculadora-gestacional-por-ultrassom,5,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,www.csisaude.com.br,serp-publisher,https://www.csisaude.com.br/calculadora-de-idade-gestacional/,6,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,www.nancyegasparini.com.br,serp-publisher,https://www.nancyegasparini.com.br/calculadora,7,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,exameslajeado.com.br,serp-publisher,https://exameslajeado.com.br/calculadora-idade-gestacional/,8,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,dralarissaatala.com.br,serp-publisher,https://dralarissaatala.com.br/calculadora/,9,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,tools-pregnancy,calculadora gestacional,fecondare.com.br,serp-publisher,https://fecondare.com.br/calculadora-da-idade-gestacional/,10,informational,Pregnancy calculator plus a week-by-week hub,Obstetric reviewer byline,Local prenatal-care pathway,DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-gp,clínico geral online,drconsulta.com,business-telemedicine,https://drconsulta.com/conteudo/clinico-geral-online/,2,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-gp,clínico geral online,www.rededorsaoluiz.com.br,serp-hospital-group,https://www.rededorsaoluiz.com.br/encontre-um-medico/clinico-geral/em/rj,3,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
2026-09-15,brazil,pt,online-gp,clínico geral online,medico24hs.com.br,business-telemedicine,https://medico24hs.com.br/,4,commercial,Service page stating consultation scope and real appointment availability windows,Clinician roster with registration numbers and third-party reviews,"Local registration, local pricing and local language",DataForSEO via OpenSEO,desktop,2076,seo/tracking/raw/2026-09-15/A7-market/serp-romania-brazil.json
