"url","locale","page_type","discovery","status","disposition","reason","keyword_evidence","current_clicks","current_impressions","existing_title","proposed_title","existing_description","proposed_description","existing_h1","proposed_h1","native_faqs","embedded_faq_sections","schema_faqs","source_fingerprint","review_status","implementation_status","canonical","robots"
"https://www.myglobalhealth.online/brazil/pt/blog/atestado-de-comparecimento-abona-falta-diferenca-atestado-medico","pt","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Atestado de comparecimento abona falta? O que diz a CLT","Atestado de comparecimento abona falta? O que diz a CLT","A declaração de comparecimento abona falta ou serve como atestado? A diferença entre os dois, quando a CLT garante a ausência e o que o documento exige.","A declaração de comparecimento abona falta ou serve como atestado? A diferença entre os dois, quando a CLT garante a ausência e o que o documento exige.","Atestado de comparecimento abona falta? A diferença para o atestado médico e o que a CLT garante","Atestado de comparecimento abona falta? A diferença para o atestado médico e o que a CLT garante","4","not separately parsed","4","07be754d248534835cb9ec4378a345bbcfab7cefc01dd977354c9e30ea6054f5","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/blog/atestado-de-comparecimento-abona-falta-diferenca-atestado-medico","index, follow"
"https://www.myglobalhealth.online/brazil/pt/blog/atestado-medico-online-validade","pt","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","1","112","Atestado médico online: validade e o que deve conter","Atestado médico online: validade e o que deve conter","Atestado médico online no Brasil: quando vale para o trabalho, o que precisa conter, como a empresa confere a assinatura digital e quando não cabe.","Atestado médico online no Brasil: quando vale para o trabalho, o que precisa conter, como a empresa confere a assinatura digital e quando não cabe.","Atestado médico online: quando vale, o que precisa conter e como a empresa confere","Atestado médico online: quando vale, o que precisa conter e como a empresa confere","6","not separately parsed","6","e85b55a8dd4f11ac471a0566f79319578d8bfa138f9c7f6ae13694d64609a506","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/blog/atestado-medico-online-validade","index, follow"
"https://www.myglobalhealth.online/brazil/pt/blog/diabetes-doenca-silenciosa","pt","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","9","Diabetes no Brasil: Causas, Sintomas e Tratamentos 2026","Diabetes no Brasil: Causas, Sintomas e Tratamentos 2026","Guia completo sobre diabetes no Brasil: causas, sintomas, tratamentos com GLP-1 e SGLT2, e cuidados essenciais. Escrito por médico especialista.","Guia completo sobre diabetes no Brasil: causas, sintomas, tratamentos com GLP-1 e SGLT2, e cuidados essenciais. Escrito por médico especialista.","Diabetes a Doença Silenciosa","Diabetes a Doença Silenciosa","7","not separately parsed","7","0bfd807b0d4357e23bc3eb541aa45a3516b28e08717d4a3b5198c070c5a55f53","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/blog/diabetes-doenca-silenciosa","index, follow"
"https://www.myglobalhealth.online/brazil/pt/blog/medical-review-policy","pt","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Política de Revisão Médica — Global Health Brasil","Política de Revisão Médica — Global Health Brasil","Como a Global Health escreve, revê e atualiza os artigos de saúde publicados para Brasil: quem os escreve, que médico registado os aprova e as normas editoriais que seguimos.","Como a Global Health escreve, revê e atualiza os artigos de saúde publicados para Brasil: quem os escreve, que médico registado os aprova e as normas editoriais que seguimos.","Como escrevemos e revemos conteúdos médicos","Como escrevemos e revemos conteúdos médicos","0","not separately parsed","0","71e94b357db1f903a4eebfdcdc8902ad029ae2f67d10c53c682b53e7614ffada","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/blog/medical-review-policy","index, follow"
"https://www.myglobalhealth.online/brazil/pt/blog/solicitacao-de-exames-laboratoriais-online","pt","article","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","solicitação de exames laboratoriais (8 impressions) | o que é requisição médica (6 impressions) | pedido de exames laboratoriais (6 impressions)","2","629","Solicitação de exames laboratoriais: como funciona","Solicitação de exames laboratoriais: como funciona","Solicitação de exames laboratoriais: o que o pedido médico precisa conter, como funciona em PDF assinado digitalmente e quando o exame é feito sem pedido.","Solicitação de exames laboratoriais: o que o pedido médico precisa conter, como funciona em PDF assinado digitalmente e quando o exame é feito sem pedido.","Solicitação de exames laboratoriais: como funciona o pedido médico","Solicitação de exames laboratoriais: como funciona o pedido médico","6","not separately parsed","6","a39052b07bf17f6b8afd6bb1d9c30d5d6c31023c390d851f163cf79b71621d71","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/blog/solicitacao-de-exames-laboratoriais-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/book","pt","book","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","1","Marque a sua consulta — Brasil · Global Health","Marque a sua consulta — Brasil · Global Health","Clínica médica em Brasil. Escolha um serviço, clínico, hora e dados do doente.","Clínica médica em Brasil. Escolha um serviço, clínico, hora e dados do doente.","","","0","not separately parsed","0","c8332a7a3cc11dc022bc2c57afd65043aeef9a9431cc2dd164e75f50e40acab5","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/book","index, follow"
"https://www.myglobalhealth.online/brazil/pt/careers","pt","careers","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","help global brazil trabalhe conosco (1 impressions)","0","7","Carreiras na Global Health Brasil","Carreiras na Global Health Brasil","Junte-se à Global Health em Brasil. Trabalhamos com médicos registados, equipas de apoio clínico e de tecnologia em toda a Europa e no Brasil. Veja como candidatar-se.","Junte-se à Global Health em Brasil. Trabalhamos com médicos registados, equipas de apoio clínico e de tecnologia em toda a Europa e no Brasil. Veja como candidatar-se.","Carreiras na Global Health","Carreiras na Global Health","0","not separately parsed","0","40af933cdd04308ce41b47f428b3615461cecfccaaba45d8403a7d07665a353b","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/careers","index, follow"
"https://www.myglobalhealth.online/brazil/pt/contact","pt","contact","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","eu moro no brasil. que informações posso encontrar em lilly.com sobre como me conectar com profissionais de saúde? (4 impressions)","1","36","Contato | Médico Online Brasil | Global Health","Contato | Médico Online Brasil | Global Health","Fale com a Global Health Brasil: info@myglobalhealth.online. Consultas online por videochamada com médicos registrados. Atendimento em português e inglês.","Fale com a Global Health Brasil: info@myglobalhealth.online. Consultas online por videochamada com médicos registrados. Atendimento em português e inglês.","Contato — Global Health Brasil","Contato — Global Health Brasil","4","not separately parsed","4","70aea13881e8bc10a21f465c88ee101f913ee467a7f0163bc8d7bb5c1769cb8c","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/contact","index, follow"
"https://www.myglobalhealth.online/brazil/pt/doctors","pt","doctors","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","4","Médicos registrados no CRM | Consultas online no Brasil","Médicos registrados no CRM | Consultas online no Brasil","Consulte com médicos registrados no CRM/CFM disponíveis online no Brasil. Medicina de família, Cuidados Paliativos e telemedicina. Agende no mesmo dia.","Consulte com médicos registrados no CRM/CFM disponíveis online no Brasil. Medicina de família, Cuidados Paliativos e telemedicina. Agende no mesmo dia.","Médicos que realmente atendem.","Médicos que realmente atendem.","8","not separately parsed","8","d0bffb0d726fd8c41b03f8c2c58741dcad4268243444c95a82a6c75b3a41e83e","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/doctors","index, follow"
"https://www.myglobalhealth.online/brazil/pt/doctors/dr-renato-sarmento","pt","doctor","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Dr. Renato Sarmento — Médico de Família | CRM-SP 170.837","Dr. Renato Sarmento — Médico de Família | CRM-SP 170.837","Agende uma videoconsulta com Dr. Renato Sarmento — médico de família registrado no CRM-SP (nº 170.837). Cuidados Paliativos · Telemedicina · Mestrado UPSA · Residência Casa de Saúde Santa Marcelina. Consulta no mesmo dia.","Agende uma consulta por vídeo com o Dr. Renato Sarmento. Atendimento em português, inglês ou espanhol. Confira os horários disponíveis.","Dr. Renato Sarmento","Dr. Renato Sarmento","6","0","6","f8ecb9dad8c3860828b7bcb20c0065dfb498914b3205d2919a105f013f8ec22d","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/doctors/dr-renato-sarmento","index, follow"
"https://www.myglobalhealth.online/brazil/pt/dr-renato","pt","dr-renato","internal link","200","verify further","Dedicated clinician landing page requires separate storage ownership and content review","","0","0","Consulta online com médico de família · Global Health Brasil","Consulta online com médico de família · Global Health Brasil","Videoconsulta particular com médico de família registrado no CRM, para pacientes brasileiros em qualquer lugar do mundo.","Videoconsulta particular com médico de família registrado no CRM, para pacientes brasileiros em qualquer lugar do mundo.","Consulta online com seu médico de família","Consulta online com seu médico de família","6","not separately parsed","0","0c3c426c63a0525600b960be69dd9433df93a3ea517f024c2d31677840f7c8b7","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/dr-renato","noindex, nofollow"
"https://www.myglobalhealth.online/brazil/pt/faq","pt","faq","sitemap","200","verify further","Existing authored FAQ integration; document signing/Atesta operational fact unresolved","clinic global health (26 impressions) | global health agendamento (7 impressions) | eu moro no brasil. que informações posso encontrar em lilly.com sobre como me conectar com profissionais de saúde? (1 impressions)","3","82","Perguntas frequentes — Brasil · Global Health","Perguntas frequentes — Brasil · Global Health","Brasil — Reservas, pagamentos, consultas, privacidade e quando os cuidados online não são a opção certa. Não encontrou o que precisa? Fale connosco.","Brasil — Reservas, pagamentos, consultas, privacidade e quando os cuidados online não são a opção certa. Não encontrou o que precisa? Fale connosco.","Respostas, sem linguagem de marketing.","Respostas, sem linguagem de marketing.","code-owned country groups","0","18","83b1f9ce5e0d5755717fac5c0445d670599ced16635730dae0a330abf534c9a6","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/faq","index, follow"
"https://www.myglobalhealth.online/brazil/pt/gp-consultation-online","pt","gp-consultation-online","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","plataforma para consultas médicas (1 impressions)","1","42","Consulta Médica Online no Brasil | Global Health","Consulta Médica Online no Brasil | Global Health","Consultas médicas online com médicos inscritos no Conselho Federal de Medicina (CFM) / CRM.","Consultas médicas online com médicos inscritos no Conselho Federal de Medicina (CFM) / CRM.","Consulta Médica Online no Brasil","Consulta Médica Online no Brasil","5","not separately parsed","5","5583b10e78c53fe4a4747a36285e6a6cdb9c53e51a4c11ea691538f273558f66","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/gp-consultation-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/legal","pt","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Informação legal. · Brasil · Global Health","Informação legal. · Brasil · Global Health","Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Informação legal.","Informação legal.","0","not separately parsed","0","42167359e55214845ddeac06d85fd646188628a17e2f6e9d94f7efe436323462","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/legal","index, follow"
"https://www.myglobalhealth.online/brazil/pt/legal/complaints-procedure","pt","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","8","Procedimento de Reclamações · Brasil · Global Health","Procedimento de Reclamações · Brasil · Global Health","Procedimento de Reclamações. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Procedimento de Reclamações. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Procedimento de Reclamações","Procedimento de Reclamações","0","not separately parsed","0","cc04ef6100826b3fbb68828c6835f7983292383ea1250bb0a0b95c777ee1911b","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/legal/complaints-procedure","index, follow"
"https://www.myglobalhealth.online/brazil/pt/legal/cookie-policy","pt","legal","internal link","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","4","Cookie Policy · Brasil · Global Health","Cookie Policy · Brasil · Global Health","Cookie Policy. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Cookie Policy. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Cookie Policy","Cookie Policy","0","not separately parsed","0","699c7e68aea827e3c14af4402ca6f946eacfbb175616ba47cbee6ba9c8d4bf88","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/legal/cookie-policy","noindex, follow"
"https://www.myglobalhealth.online/brazil/pt/legal/medical-disclaimer","pt","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Aviso Médico · Brasil · Global Health","Aviso Médico · Brasil · Global Health","Aviso Médico. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Aviso Médico. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Aviso Médico","Aviso Médico","0","not separately parsed","0","3b713127b3e47919535998cf980aa84938473c49dca023f8b1d272c9b4a0b27a","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/legal/medical-disclaimer","index, follow"
"https://www.myglobalhealth.online/brazil/pt/legal/privacy-policy","pt","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","0","Política de Privacidade · Brasil · Global Health","Política de Privacidade · Brasil · Global Health","Política de Privacidade. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Política de Privacidade. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Política de Privacidade","Política de Privacidade","0","not separately parsed","0","5bb1993e1435016bf0741f09967cc166e3c373ea7f5ad035890e03edfcc71369","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/legal/privacy-policy","index, follow"
"https://www.myglobalhealth.online/brazil/pt/legal/refund-policy","pt","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","3","Política de Reembolso · Brasil · Global Health","Política de Reembolso · Brasil · Global Health","Política de Reembolso. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Política de Reembolso. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Política de Reembolso","Política de Reembolso","0","not separately parsed","0","377a14de04254c693251b0cdbed0ee142127b576166662caa713c6981e91058f","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/legal/refund-policy","index, follow"
"https://www.myglobalhealth.online/brazil/pt/legal/terms-of-service","pt","legal","sitemap","200","hold","Existing publication retained; genuine clinical/native review or Brazilian legal approval needed for body changes","","0","2","Termos e Condições · Brasil · Global Health","Termos e Condições · Brasil · Global Health","Termos e Condições. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Termos e Condições. Documentos legais, registo da empresa e detalhes regulamentares para Global Health em Brasil.","Termos e Condições","Termos e Condições","0","not separately parsed","0","4f524aec1f2baf159f49f15060c46c0a7d29179cafe6e3df394a69381ee74658","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/legal/terms-of-service","index, follow"
"https://www.myglobalhealth.online/brazil/pt/press","pt","press","sitemap","200","retain with evidence","Observed live HTTP/canonical/metadata; no justified rewrite in focused commercial batch; body not newly verified","","0","4","Imprensa e Media — Global Health Brasil","Imprensa e Media — Global Health Brasil","Informação para a imprensa sobre a Global Health em Brasil: quem opera o serviço, como é regulado, os mercados que servimos e como contactar a nossa área de imprensa.","Informação para a imprensa sobre a Global Health em Brasil: quem opera o serviço, como é regulado, os mercados que servimos e como contactar a nossa área de imprensa.","Imprensa e media","Imprensa e media","0","not separately parsed","0","121539dec891f6d76e315250f57d2d9b548428abd926dbed96cdcff993cccbeb","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/press","index, follow"
"https://www.myglobalhealth.online/brazil/pt/pricing","pt","pricing","sitemap","200","verify further","Plan offer and individual consultation pricing must be reconciled with business scope","","0","3","Escolha o seu plano mensal · Brasil · Global Health","Escolha o seu plano mensal · Brasil · Global Health","Cuidados mensais de medicina geral online com créditos de consulta e poupança em especialistas, com preços para Brasil.","Cuidados mensais de medicina geral online com créditos de consulta e poupança em especialistas, com preços para Brasil.","Cuidados que se renovam consigo","Cuidados que se renovam consigo","0","not separately parsed","0","eb7bbfa81f3727ab33658b3d7db6b79c79c2f00eaa1d268e76652c6eb22e3f31","not newly clinically verified","unchanged","https://www.myglobalhealth.online/brazil/pt/pricing","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/atestado-medico-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","56","Atestado Médico Online Brasil | Válido para Trabalho e Escola | Mesmo Dia","Atestado médico: avaliação online | Global Health Brasil","Atestado médico com validade legal emitido por clínico geral via teleconsulta. Aceito no trabalho e na escola conforme CLT art. 473. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Agende uma avaliação médica por vídeo. A emissão de atestado depende da avaliação clínica; a consulta não garante um documento ou sua aceitação.","Atestado Médico Online — Válido para Trabalho e Escola, Mesmo Dia","Atestado médico: avaliação por vídeo","8","0","8","f81f8fcc2abff58e51e614a850456908d22c42b1de7b42035079917553d155c5","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/atestado-medico-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/consulta-clinica-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","consulta médico clínico geral online (2 impressions)","0","54","Consulta Médica Online Brasil | Clínico Geral | Mesmo Dia","Consulta Médica Online Brasil | Clínico Geral","Consulta com clínico geral por videochamada, atestado médico válido e pedido de exames. Sem fila de espera. Médicos com CRM ativo, atendendo em todo o Brasil. Agendamento no mesmo dia.","Converse com um clínico geral por vídeo sobre sintomas e cuidados de saúde. Consulte os horários e o preço antes de agendar.","Consulta Médica Online — Clínico Geral por Videochamada, Mesmo Dia","Consulta Médica Online — Clínico Geral por Videochamada","9","0","9","26f2ab0aa094aee86e46d69df46cf860ad685a7cc329bfc182e0e93648e8ea8d","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/consulta-clinica-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/consulta-pele-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","1","Consulta de Pele Online Brasil | Clínico Geral | Mesmo Dia","Consulta de Pele Online Brasil | Clínico Geral","Consulta de pele com clínico geral por videochamada. Acne, eczema, manchas, infecções e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Consulta de Pele: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Consulta de Pele Online — Avaliação com Clínico Geral por Videochamada","Consulta de Pele Online — Avaliação com Clínico Geral por Videochamada","7","0","7","964be9c3eb5650558caf06997c686ad9cc811699fe1f101e71c88253807db1d1","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/consulta-pele-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/controle-peso-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","consulta online para obesidade (20 impressions) | médico para emagrecimento online (3 impressions) | consulta para emagrecer online (2 impressions)","0","37","Controle de Peso Online Brasil | Avaliação Médica | Mesmo Dia","Controle de Peso Online Brasil | Avaliação Médica","Consulta de controle de peso com clínico geral por videochamada. Avaliação médica, pedido de exames e orientação personalizada. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Controle de Peso: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Controle de Peso Online — Avaliação Médica por Videochamada","Controle de Peso Online — Avaliação Médica por Videochamada","8","0","8","7e6ddc378510a7657d58b8058043263141cdee9b6b955894da8a1b80be3f577a","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/controle-peso-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/doencas-cronicas-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","3","Doenças Crônicas Online Brasil | Acompanhamento Médico | Mesmo Dia","Doenças Crônicas Online Brasil | Acompanhamento Médico","Acompanhamento de doenças crônicas com clínico geral por videochamada. Hipertensão, diabetes, hipotireoidismo e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Doenças Crônicas: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Doenças Crônicas Online — Acompanhamento Médico por Videochamada","Doenças Crônicas Online — Acompanhamento Médico por Videochamada","9","0","9","08d4ffd815a75fa306a97d86c81002b34fce35a7c848aa4d0d5e96ccc21bb0fc","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/doencas-cronicas-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/musculoesqueletico-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Dor Muscular e Articular Online Brasil | Clínico Geral | Mesmo Dia","Dor Muscular e Articular Online Brasil | Clínico Geral","Consulta para dor nas costas, articulações, lesões musculares e outras queixas musculoesqueléticas por videochamada. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Musculoesquelético: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Dor Muscular e Articular Online — Avaliação com Clínico Geral por Videochamada","Dor Muscular e Articular Online — Avaliação com Clínico Geral por Videochamada","8","0","8","00e2c8285adef1275ab10f979b424cf83d01921db9e5571aa67fec44799c0c65","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/musculoesqueletico-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/parar-de-fumar-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","2","31","Parar de Fumar Online Brasil | Apoio Médico | Mesmo Dia","Parar de Fumar Online Brasil | Apoio Médico","Consulta para parar de fumar com clínico geral por videochamada. Avaliação da dependência, plano personalizado e orientação sobre tratamento. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Parar de Fumar: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Parar de Fumar Online — Avaliação Médica e Plano Personalizado por Videochamada","Parar de Fumar Online — Avaliação Médica e Plano Personalizado por Videochamada","9","0","9","005dfbc303e0c07ff183d2d9162557cd176d0570e19f9b7eb5b2082375d48f52","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/parar-de-fumar-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/pediatria-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","3","Pediatria Online Brasil | Consulta Pediátrica | Mesmo Dia","Saúde da criança: médico de família online | Brasil","Consulta pediátrica com clínico geral por videochamada. Febre, infecções, dúvidas sobre desenvolvimento e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Consulta por vídeo para crianças e adolescentes com médico de família. Confira horários e preço. Não é uma consulta com pediatra especialista.","Pediatria Online — Consulta Pediátrica por Videochamada, Mesmo Dia","Saúde da criança e adolescente com médico de família","8","0","8","a8177834601a2350a85169ee610b07f376bcb8661689b8e49f16ece0d2d933ae","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/pediatria-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/queda-cabelo-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","2","Queda de Cabelo Online Brasil | Avaliação Médica | Mesmo Dia","Queda de Cabelo Online Brasil | Avaliação Médica","Consulta para queda de cabelo com clínico geral por videochamada. Avaliação de causas, pedido de exames e orientação sobre tratamento. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Queda de Cabelo: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Queda de Cabelo Online — Avaliação Médica por Videochamada","Queda de Cabelo Online — Avaliação Médica por Videochamada","8","0","8","3a36f7a8ec610e34d6106a24c507bc6ce7d11617497f50d927902c9c31d81e92","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/queda-cabelo-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/renovacao-receita-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","10","Renovação de Receita Online Brasil | Clínico Geral | Mesmo Dia","Renovação de Receita Online Brasil | Clínico Geral","Renove sua receita médica por videochamada com clínico geral. Receituário eletrônico válido em farmácias de todo o Brasil. Sem fila de espera. Médicos com CRM ativo. Agendamento no mesmo dia.","Renovação de Receita: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Renovação de Receita Online — Medicação Contínua sem Sair de Casa","Renovação de Receita Online — Medicação Contínua sem Sair de Casa","8","0","8","51bee62ac69f707f10f6e2aa12d0c5243fb61644c3b97d6f128545b6cb161e30","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/renovacao-receita-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/saude-da-mulher-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","","0","0","Saúde da Mulher Online Brasil | Clínico Geral | Mesmo Dia","Saúde da Mulher Online Brasil | Clínico Geral","Consulta de saúde feminina por videochamada com clínico geral. Saúde hormonal, anticoncepção, saúde reprodutiva e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Saúde da Mulher: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Saúde da Mulher Online — Consulta com Clínico Geral por Videochamada","Saúde da Mulher Online — Consulta com Clínico Geral por Videochamada","8","0","8","2fbb78f4801c0f5341d8e57addf51c8d8ba111a1b9c1fa1281257d3573d5f9ac","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/saude-da-mulher-online","index, follow"
"https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online","pt","service","sitemap","200","change","Remove unsupported availability/document promises; exact packet requires clinical review","consulta online saúde masculina (20 impressions)","0","30","Saúde do Homem Online Brasil | Clínico Geral | Mesmo Dia","Saúde do Homem Online Brasil | Clínico Geral","Consulta de saúde masculina por videochamada com clínico geral. Saúde sexual, queda de cabelo, check-up e muito mais. Médicos com CRM ativo. Mesmo dia, de qualquer lugar do Brasil.","Saúde do Homem: consulta por vídeo com médico de família. Confira a agenda, o preço e os limites do atendimento antes de reservar.","Saúde do Homem Online — Consulta com Clínico Geral por Videochamada","Saúde do Homem Online — Consulta com Clínico Geral por Videochamada","8","0","8","09b1859c2d829112c7109f3f8cbdc4cd7222c3b502a367ebc96b35940b0fbf6a","required; no approval","prepared locally; not applied","https://www.myglobalhealth.online/brazil/pt/services/saude-do-homem-online","index, follow"
