"cluster_id","parent_topic","keyword","normalised_keyword","country","language","keyword_source","source_competitor","seed_keyword","intent","funnel_stage","recommended_page_type","search_volume","keyword_difficulty","competition","cpc_eur","trend","serp_features","dronline_position","dronline_url","knok_position","knok_url","best_competitor","best_competitor_position","competitor_estimated_traffic","target_position","target_url","target_impressions","target_clicks","target_ctr","keyword_gap","business_fit","service_fit","clinical_risk","serp_fit","attainability","opportunity_score","recommended_action","proposed_target_url","priority","data_source","collected_at","notes"
"competitor-brand","competitor brand","hospital cuf tejo","hospital cuf tejo","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","33100","6","0.07000000029802322","0.5699999928474426","[{""year"":2026,""month"":6,""search_volume"":33100},{""year"":2026,""month"":5,""search_volume"":40500},{""year"":2026,""month"":4,""search_volume"":40500},{""year"":2026,""month"":3,""search_volume"":40500},{""year"":2026,""month"":2,""search_volume"":33100},{""year"":2026,""month"":1,""search_volume"":40500},{""year"":2025,""month"":12,""search_volume"":33100},{""year"":2025,""month"":11,""search_volume"":40500},{""year"":2025,""month"":10,""search_volume"":40500},{""year"":2025,""month"":9,""search_volume"":40500},{""year"":2025,""month"":8,""search_volume"":6600},{""year"":2025,""month"":7,""search_volume"":22200}]","organic|related_searches|knowledge_graph|google_reviews","","","","","cuf.pt","1","10062.400390625","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","my cuf","my cuf","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","27100","2","0.009999999776482582","0.38999998569488525","[{""year"":2026,""month"":7,""search_volume"":27100},{""year"":2026,""month"":6,""search_volume"":27100},{""year"":2026,""month"":5,""search_volume"":27100},{""year"":2026,""month"":4,""search_volume"":27100},{""year"":2026,""month"":3,""search_volume"":33100},{""year"":2026,""month"":2,""search_volume"":27100},{""year"":2026,""month"":1,""search_volume"":33100},{""year"":2025,""month"":12,""search_volume"":22200},{""year"":2025,""month"":11,""search_volume"":27100},{""year"":2025,""month"":10,""search_volume"":33100},{""year"":2025,""month"":9,""search_volume"":33100},{""year"":2025,""month"":8,""search_volume"":27100}]","organic|related_searches|images","","","","","cuf.pt","1","8238.400390625","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital da luz coimbra","hospital da luz coimbra","Portugal","pt-PT","competitor_ranked","hospitaldaluz.pt","","navigational","awareness","competitor monitoring","22200","5","0.05999999865889549","0.03999999910593033","[{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":22200},{""year"":2026,""month"":3,""search_volume"":22200},{""year"":2026,""month"":2,""search_volume"":22200},{""year"":2026,""month"":1,""search_volume"":22200},{""year"":2025,""month"":12,""search_volume"":18100},{""year"":2025,""month"":11,""search_volume"":22200},{""year"":2025,""month"":10,""search_volume"":22200},{""year"":2025,""month"":9,""search_volume"":22200},{""year"":2025,""month"":8,""search_volume"":18100},{""year"":2025,""month"":7,""search_volume"":22200}]","organic|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","hospitaldaluz.pt","1","6748.7998046875","","","","","","yes","1","location intent; no physical-clinic implication","2","2","5","62","retain for research; no city page approved","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis. Location term retained for research only; no doorway or physical-clinic page."
"competitor-brand","competitor brand","hospital dos lusiadas","hospital dos lusiadas","Portugal","pt-PT","competitor_ranked","lusiadas.pt","","navigational","awareness","competitor monitoring","22200","12","0.14000000059604645","0.15000000596046448","[{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":22200},{""year"":2026,""month"":3,""search_volume"":27100},{""year"":2026,""month"":2,""search_volume"":22200},{""year"":2026,""month"":1,""search_volume"":27100},{""year"":2025,""month"":12,""search_volume"":18100},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":27100},{""year"":2025,""month"":9,""search_volume"":27100},{""year"":2025,""month"":8,""search_volume"":22200},{""year"":2025,""month"":7,""search_volume"":27100}]","compare_sites|local_pack|organic|related_searches","","","","","lusiadas.pt","5","6748.7998046875","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital lusíadas","hospital lusíadas","Portugal","pt-PT","competitor_ranked","lusiadas.pt","","navigational","awareness","competitor monitoring","22200","14","0.14000000059604645","0.15000000596046448","[{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":22200},{""year"":2026,""month"":3,""search_volume"":27100},{""year"":2026,""month"":2,""search_volume"":22200},{""year"":2026,""month"":1,""search_volume"":27100},{""year"":2025,""month"":12,""search_volume"":18100},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":27100},{""year"":2025,""month"":9,""search_volume"":27100},{""year"":2025,""month"":8,""search_volume"":22200},{""year"":2025,""month"":7,""search_volume"":27100}]","compare_sites|local_pack|organic|related_searches|images","","","","","lusiadas.pt","5","6748.7998046875","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","lusiadas hospital","lusiadas hospital","Portugal","pt-PT","competitor_ranked","lusiadas.pt","","navigational","awareness","competitor monitoring","22200","8","0.14000000059604645","0.15000000596046448","[{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":22200},{""year"":2026,""month"":3,""search_volume"":27100},{""year"":2026,""month"":2,""search_volume"":22200},{""year"":2026,""month"":1,""search_volume"":27100},{""year"":2025,""month"":12,""search_volume"":18100},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":27100},{""year"":2025,""month"":9,""search_volume"":27100},{""year"":2025,""month"":8,""search_volume"":22200},{""year"":2025,""month"":7,""search_volume"":27100}]","local_pack|compare_sites|organic|people_also_ask|related_searches|images","","","","","lusiadas.pt","5","6748.7998046875","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","lusíadas hospital","lusíadas hospital","Portugal","pt-PT","competitor_ranked","lusiadas.pt","","navigational","awareness","competitor monitoring","22200","5","0.12999999523162842","0.14000000059604645","[{""year"":2026,""month"":7,""search_volume"":22200},{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":22200},{""year"":2026,""month"":3,""search_volume"":27100},{""year"":2026,""month"":2,""search_volume"":22200},{""year"":2026,""month"":1,""search_volume"":27100},{""year"":2025,""month"":12,""search_volume"":18100},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":27100},{""year"":2025,""month"":9,""search_volume"":27100},{""year"":2025,""month"":8,""search_volume"":22200}]","local_pack|organic|people_also_ask|video|related_searches|images","","","","","lusiadas.pt","4","6748.7998046875","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital da luz arrabida","hospital da luz arrabida","Portugal","pt-PT","competitor_ranked","hospitaldaluz.pt","","navigational","awareness","competitor monitoring","18100","1","0.07999999821186066","0.05999999865889549","[{""year"":2026,""month"":7,""search_volume"":18100},{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":14800},{""year"":2026,""month"":3,""search_volume"":18100},{""year"":2026,""month"":2,""search_volume"":14800},{""year"":2026,""month"":1,""search_volume"":18100},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":18100},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":14800}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","hospitaldaluz.pt","1","5502.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital da luz em oeiras","hospital da luz em oeiras","Portugal","pt-PT","competitor_ranked","hospitaldaluz.pt","","navigational","awareness","competitor monitoring","18100","0","0.07999999821186066","0.05999999865889549","[{""year"":2026,""month"":7,""search_volume"":14800},{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":14800},{""year"":2026,""month"":4,""search_volume"":18100},{""year"":2026,""month"":3,""search_volume"":18100},{""year"":2026,""month"":2,""search_volume"":18100},{""year"":2026,""month"":1,""search_volume"":18100},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":18100},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":14800}]","organic|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","hospitaldaluz.pt","1","5502.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital da luz oeiras","hospital da luz oeiras","Portugal","pt-PT","competitor_ranked","hospitaldaluz.pt","","navigational","awareness","competitor monitoring","18100","1","0.07999999821186066","0.05999999865889549","[{""year"":2026,""month"":7,""search_volume"":14800},{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":14800},{""year"":2026,""month"":4,""search_volume"":18100},{""year"":2026,""month"":3,""search_volume"":18100},{""year"":2026,""month"":2,""search_volume"":18100},{""year"":2026,""month"":1,""search_volume"":18100},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":18100},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":14800}]","organic|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","hospitaldaluz.pt","1","5502.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital da luz torres de lisboa","hospital da luz torres de lisboa","Portugal","pt-PT","competitor_ranked","hospitaldaluz.pt","","navigational","awareness","competitor monitoring","18100","0","0.05000000074505806","0.23999999463558197","[{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":22200},{""year"":2026,""month"":4,""search_volume"":22200},{""year"":2026,""month"":3,""search_volume"":22200},{""year"":2026,""month"":2,""search_volume"":18100},{""year"":2026,""month"":1,""search_volume"":22200},{""year"":2025,""month"":12,""search_volume"":18100},{""year"":2025,""month"":11,""search_volume"":18100},{""year"":2025,""month"":10,""search_volume"":22200},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":12100},{""year"":2025,""month"":7,""search_volume"":18100}]","organic|related_searches|knowledge_graph|google_reviews","","","","","hospitaldaluz.pt","1","5502.39990234375","","","","","","yes","1","location intent; no physical-clinic implication","2","2","5","62","retain for research; no city page approved","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis. Location term retained for research only; no doorway or physical-clinic page."
"competitor-brand","competitor brand","clínica cuf belém","clínica cuf belém","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","14800","5","0.07000000029802322","0.5400000214576721","[{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":14800},{""year"":2026,""month"":4,""search_volume"":14800},{""year"":2026,""month"":3,""search_volume"":18100},{""year"":2026,""month"":2,""search_volume"":14800},{""year"":2026,""month"":1,""search_volume"":14800},{""year"":2025,""month"":12,""search_volume"":12100},{""year"":2025,""month"":11,""search_volume"":14800},{""year"":2025,""month"":10,""search_volume"":18100},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":12100},{""year"":2025,""month"":7,""search_volume"":14800}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","cuf.pt","1","4499.2001953125","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","cuf sintra","cuf sintra","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","14800","13","0.07000000029802322","0.14000000059604645","[{""year"":2026,""month"":7,""search_volume"":14800},{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":14800},{""year"":2026,""month"":4,""search_volume"":14800},{""year"":2026,""month"":3,""search_volume"":18100},{""year"":2026,""month"":2,""search_volume"":14800},{""year"":2026,""month"":1,""search_volume"":18100},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":14800},{""year"":2025,""month"":10,""search_volume"":18100},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":14800}]","organic|related_searches|knowledge_graph|google_reviews|third_party_reviews|images","","","","","cuf.pt","1","4499.2001953125","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","cuf torres","cuf torres","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","14800","4","0.05999999865889549","0.07999999821186066","[{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":14800},{""year"":2026,""month"":4,""search_volume"":14800},{""year"":2026,""month"":3,""search_volume"":14800},{""year"":2026,""month"":2,""search_volume"":12100},{""year"":2026,""month"":1,""search_volume"":14800},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":14800},{""year"":2025,""month"":10,""search_volume"":14800},{""year"":2025,""month"":9,""search_volume"":14800},{""year"":2025,""month"":8,""search_volume"":14800},{""year"":2025,""month"":7,""search_volume"":14800}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews|images","","","","","cuf.pt","1","4499.2001953125","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital cuf cascais","hospital cuf cascais","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","14800","7","0.07000000029802322","0.5699999928474426","[{""year"":2026,""month"":7,""search_volume"":18100},{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":14800},{""year"":2026,""month"":3,""search_volume"":18100},{""year"":2026,""month"":2,""search_volume"":14800},{""year"":2026,""month"":1,""search_volume"":14800},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":14800},{""year"":2025,""month"":10,""search_volume"":18100},{""year"":2025,""month"":9,""search_volume"":14800},{""year"":2025,""month"":8,""search_volume"":12100}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews|images","","","","","cuf.pt","1","4499.2001953125","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital cuf descobertas","hospital cuf descobertas","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","14800","2","0.07000000029802322","0.5799999833106995","[{""year"":2026,""month"":7,""search_volume"":18100},{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":18100},{""year"":2026,""month"":4,""search_volume"":18100},{""year"":2026,""month"":3,""search_volume"":18100},{""year"":2026,""month"":2,""search_volume"":14800},{""year"":2026,""month"":1,""search_volume"":18100},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":14800},{""year"":2025,""month"":10,""search_volume"":18100},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":14800}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","cuf.pt","1","4499.2001953125","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital da luz guimarães","hospital da luz guimarães","Portugal","pt-PT","competitor_ranked","hospitaldaluz.pt","","navigational","awareness","competitor monitoring","14800","12","0.05000000074505806","0.05999999865889549","[{""year"":2026,""month"":6,""search_volume"":14800},{""year"":2026,""month"":5,""search_volume"":14800},{""year"":2026,""month"":4,""search_volume"":14800},{""year"":2026,""month"":3,""search_volume"":14800},{""year"":2026,""month"":2,""search_volume"":14800},{""year"":2026,""month"":1,""search_volume"":14800},{""year"":2025,""month"":12,""search_volume"":14800},{""year"":2025,""month"":11,""search_volume"":14800},{""year"":2025,""month"":10,""search_volume"":14800},{""year"":2025,""month"":9,""search_volume"":14800},{""year"":2025,""month"":8,""search_volume"":14800},{""year"":2025,""month"":7,""search_volume"":14800}]","organic|related_searches|knowledge_graph|google_reviews","","","","","hospitaldaluz.pt","1","4499.2001953125","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","my lusiadas","my lusiadas","Portugal","pt-PT","competitor_ranked","lusiadas.pt","","navigational","awareness","competitor monitoring","14800","2","0.019999999552965164","0.10000000149011612","[{""year"":2026,""month"":6,""search_volume"":18100},{""year"":2026,""month"":5,""search_volume"":12100},{""year"":2026,""month"":4,""search_volume"":12100},{""year"":2026,""month"":3,""search_volume"":12100},{""year"":2026,""month"":2,""search_volume"":12100},{""year"":2026,""month"":1,""search_volume"":18100},{""year"":2025,""month"":12,""search_volume"":9900},{""year"":2025,""month"":11,""search_volume"":12100},{""year"":2025,""month"":10,""search_volume"":14800},{""year"":2025,""month"":9,""search_volume"":18100},{""year"":2025,""month"":8,""search_volume"":4400},{""year"":2025,""month"":7,""search_volume"":12100}]","organic|ai_overview|related_searches","","","","","lusiadas.pt","1","4499.2001953125","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","clínica cuf alvalade","clínica cuf alvalade","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","12100","0","0.03999999910593033","0.6600000262260437","[{""year"":2026,""month"":6,""search_volume"":9900},{""year"":2026,""month"":5,""search_volume"":9900},{""year"":2026,""month"":4,""search_volume"":12100},{""year"":2026,""month"":3,""search_volume"":12100},{""year"":2026,""month"":2,""search_volume"":9900},{""year"":2026,""month"":1,""search_volume"":12100},{""year"":2025,""month"":12,""search_volume"":9900},{""year"":2025,""month"":11,""search_volume"":12100},{""year"":2025,""month"":10,""search_volume"":14800},{""year"":2025,""month"":9,""search_volume"":12100},{""year"":2025,""month"":8,""search_volume"":14800},{""year"":2025,""month"":7,""search_volume"":18100}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews|images","","","","","cuf.pt","1","3678.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","cuf alvalade","cuf alvalade","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","12100","2","0.03999999910593033","0.6600000262260437","[{""year"":2026,""month"":6,""search_volume"":9900},{""year"":2026,""month"":5,""search_volume"":9900},{""year"":2026,""month"":4,""search_volume"":12100},{""year"":2026,""month"":3,""search_volume"":12100},{""year"":2026,""month"":2,""search_volume"":9900},{""year"":2026,""month"":1,""search_volume"":12100},{""year"":2025,""month"":12,""search_volume"":9900},{""year"":2025,""month"":11,""search_volume"":12100},{""year"":2025,""month"":10,""search_volume"":14800},{""year"":2025,""month"":9,""search_volume"":12100},{""year"":2025,""month"":8,""search_volume"":14800},{""year"":2025,""month"":7,""search_volume"":18100}]","organic|related_searches|knowledge_graph|google_reviews|third_party_reviews|images","","","","","cuf.pt","1","3678.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","cuf alvalade clínica","cuf alvalade clínica","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","12100","0","0.03999999910593033","0.6600000262260437","[{""year"":2026,""month"":6,""search_volume"":9900},{""year"":2026,""month"":5,""search_volume"":9900},{""year"":2026,""month"":4,""search_volume"":12100},{""year"":2026,""month"":3,""search_volume"":12100},{""year"":2026,""month"":2,""search_volume"":9900},{""year"":2026,""month"":1,""search_volume"":12100},{""year"":2025,""month"":12,""search_volume"":9900},{""year"":2025,""month"":11,""search_volume"":12100},{""year"":2025,""month"":10,""search_volume"":14800},{""year"":2025,""month"":9,""search_volume"":12100},{""year"":2025,""month"":8,""search_volume"":14800},{""year"":2025,""month"":7,""search_volume"":18100}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","cuf.pt","1","3678.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","cuf viseu","cuf viseu","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","12100","11","0.05000000074505806","0.05000000074505806","[{""year"":2026,""month"":6,""search_volume"":9900},{""year"":2026,""month"":5,""search_volume"":9900},{""year"":2026,""month"":4,""search_volume"":12100},{""year"":2026,""month"":3,""search_volume"":12100},{""year"":2026,""month"":2,""search_volume"":9900},{""year"":2026,""month"":1,""search_volume"":12100},{""year"":2025,""month"":12,""search_volume"":9900},{""year"":2025,""month"":11,""search_volume"":9900},{""year"":2025,""month"":10,""search_volume"":12100},{""year"":2025,""month"":9,""search_volume"":12100},{""year"":2025,""month"":8,""search_volume"":12100},{""year"":2025,""month"":7,""search_volume"":12100}]","organic|people_also_ask|related_searches|knowledge_graph|google_reviews|third_party_reviews|images","","","","","cuf.pt","1","3678.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital cuf sintra","hospital cuf sintra","Portugal","pt-PT","competitor_ranked","cuf.pt","","navigational","awareness","competitor monitoring","12100","7","0.07000000029802322","1","[{""year"":2026,""month"":6,""search_volume"":12100},{""year"":2026,""month"":5,""search_volume"":14800},{""year"":2026,""month"":4,""search_volume"":14800},{""year"":2026,""month"":3,""search_volume"":14800},{""year"":2026,""month"":2,""search_volume"":12100},{""year"":2026,""month"":1,""search_volume"":14800},{""year"":2025,""month"":12,""search_volume"":12100},{""year"":2025,""month"":11,""search_volume"":12100},{""year"":2025,""month"":10,""search_volume"":12100},{""year"":2025,""month"":9,""search_volume"":12100},{""year"":2025,""month"":8,""search_volume"":9900},{""year"":2025,""month"":7,""search_volume"":12100}]","organic|related_searches|knowledge_graph|google_reviews|third_party_reviews|images","","","","","cuf.pt","1","3678.39990234375","","","","","","yes","1","none","2","2","5","62","monitor_competitor","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis."
"competitor-brand","competitor brand","hospital da luz aveiro","hospital da luz aveiro","Portugal","pt-PT","competitor_ranked","hospitaldaluz.pt","","navigational","awareness","competitor monitoring","12100","7","0.07999999821186066","0.05999999865889549","[{""year"":2026,""month"":7,""search_volume"":12100},{""year"":2026,""month"":6,""search_volume"":12100},{""year"":2026,""month"":5,""search_volume"":12100},{""year"":2026,""month"":4,""search_volume"":12100},{""year"":2026,""month"":3,""search_volume"":12100},{""year"":2026,""month"":2,""search_volume"":9900},{""year"":2026,""month"":1,""search_volume"":12100},{""year"":2025,""month"":12,""search_volume"":12100},{""year"":2025,""month"":11,""search_volume"":12100},{""year"":2025,""month"":10,""search_volume"":14800},{""year"":2025,""month"":9,""search_volume"":12100},{""year"":2025,""month"":8,""search_volume"":12100}]","compare_sites|local_pack|organic|related_searches","","","","","hospitaldaluz.pt","4","3678.39990234375","","","","","","yes","1","location intent; no physical-clinic implication","2","2","5","62","retain for research; no city page approved","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis. Location term retained for research only; no doorway or physical-clinic page."
"competitor-brand","competitor brand","hospital lusíadas braga","hospital lusíadas braga","Portugal","pt-PT","competitor_ranked","lusiadas.pt","","navigational","awareness","competitor monitoring","12100","0","0.10000000149011612","0.10000000149011612","[{""year"":2026,""month"":6,""search_volume"":9900},{""year"":2026,""month"":5,""search_volume"":12100},{""year"":2026,""month"":4,""search_volume"":12100},{""year"":2026,""month"":3,""search_volume"":12100},{""year"":2026,""month"":2,""search_volume"":9900},{""year"":2026,""month"":1,""search_volume"":12100},{""year"":2025,""month"":12,""search_volume"":9900},{""year"":2025,""month"":11,""search_volume"":9900},{""year"":2025,""month"":10,""search_volume"":12100},{""year"":2025,""month"":9,""search_volume"":12100},{""year"":2025,""month"":8,""search_volume"":9900},{""year"":2025,""month"":7,""search_volume"":12100}]","organic|related_searches|knowledge_graph|google_reviews|third_party_reviews","","","","","lusiadas.pt","1","3678.39990234375","","","","","","yes","1","location intent; no physical-clinic implication","2","2","5","62","retain for research; no city page approved","","P3","competitor_ranked","2026-08-31","Brand query retained for competitor/defence analysis. Location term retained for research only; no doorway or physical-clinic page."
"mental-health","mental health","associações saúde mental","associações saúde mental","Portugal","pt-PT","openseo_seed","","consulta saúde mental|saúde da mulher online|saúde do homem online","informational","awareness","service landing page","","54","","","[{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0},{""year"":2025,""month"":7,""searchVolume"":0},{""year"":2025,""month"":6,""searchVolume"":0}]","","","","","","","","","","","","","","no","5","active-service","2","5","2","62","map_to_existing","https://www.myglobalhealth.online/portugal/pt/services/saude-mental","P3","openseo_seed","2026-08-31",""
