"source_batch","seed_keyword","provider_source","keyword","search_volume","keyword_difficulty","cpc_eur","competition","intent","trend","collected_at"
"pt_kw_seed_expansion_4","referenciação médica","ideas","zoo médica","10","","","","navigational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","revista médica","10","40","","0.03","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":20},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":20}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","radiologia médica","10","0","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":20},{""year"":2026,""month"":2,""searchVolume"":20},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":20}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica fadista","10","0","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":50},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","medicina médica","10","","","0.04","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","triagem médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica covid","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","assepsia médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","vmi médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica enfermeira","10","","","0.01","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica tumblr","10","","","0","navigational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","báscula médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","orientação médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","educação médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica estética","10","","","0.16","informational","[{""year"":2026,""month"":7,""searchVolume"":20},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","área médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","ravagnani médica","10","42","","","navigational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","anamnese médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","intercorrência médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":20},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":30},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","entomologia médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":20},{""year"":2026,""month"":2,""searchVolume"":20},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","terapéutica médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","linguagem médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica hebiatra","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","estética médica","10","","","0.29","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":20},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","intervenção médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":20},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica hospitalar","10","","0.73","0.16","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica faro","10","0","","0.14","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica falsa","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","convalescença médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","robótica médica","10","","","0.14","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":20},{""year"":2025,""month"":9,""searchVolume"":20},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","entrevista médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","escusa médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":0},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica paliativa","10","","","0.07","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","gordofobia médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","receta médica","10","","","0.31","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":20},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","bacteriologia médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","médica significado","10","43","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":0},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":10},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","nomenclatura médica","10","","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":10},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","deontologia médica","10","43","","0","informational","[{""year"":2026,""month"":7,""searchVolume"":10},{""year"":2026,""month"":6,""searchVolume"":10},{""year"":2026,""month"":5,""searchVolume"":20},{""year"":2026,""month"":4,""searchVolume"":10},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":20},{""year"":2025,""month"":12,""searchVolume"":10},{""year"":2025,""month"":11,""searchVolume"":10},{""year"":2025,""month"":10,""searchVolume"":10},{""year"":2025,""month"":9,""searchVolume"":10},{""year"":2025,""month"":8,""searchVolume"":10}]","2026-08-31"
"pt_kw_seed_expansion_4","referenciação médica","ideas","hipnose médica","10","","","","informational","[{""year"":2026,""month"":7,""searchVolume"":0},{""year"":2026,""month"":6,""searchVolume"":0},{""year"":2026,""month"":5,""searchVolume"":0},{""year"":2026,""month"":4,""searchVolume"":0},{""year"":2026,""month"":3,""searchVolume"":10},{""year"":2026,""month"":2,""searchVolume"":10},{""year"":2026,""month"":1,""searchVolume"":0},{""year"":2025,""month"":12,""searchVolume"":0},{""year"":2025,""month"":11,""searchVolume"":0},{""year"":2025,""month"":10,""searchVolume"":0},{""year"":2025,""month"":9,""searchVolume"":0},{""year"":2025,""month"":8,""searchVolume"":0}]","2026-08-31"
